transaction_id,account_id,transaction_date,transaction_type,category,amount,payment_mode,merchant_category,transaction_status,transaction_year,transaction_month,transaction_month_name
T004212,A02430,2026-03-18,Credit,Groceries,93182.19,UPI,Online,Success,2026,3,March
T004213,A00801,2024-11-25,Debit,Shopping,39797.49,Credit Card,Healthcare,Success,2024,11,November
T004214,A01588,2025-10-27,Credit,Groceries,62979.64,UPI,Healthcare,Success,2025,10,October
T004215,A00163,2026-06-14,Debit,Healthcare,84520.75,Net Banking,Healthcare,Pending,2026,6,June
T004216,A04774,2025-05-02,Credit,Healthcare,53041.79,Credit Card,Retail,Success,2025,5,May
T004217,A04833,2025-10-24,Debit,Utilities,46034.1,Debit Card,Utility,Success,2025,10,October
T004218,A01166,2025-11-14,Credit,Other,68876.01,Credit Card,Healthcare,Success,2025,11,November
T004219,A02156,2026-05-22,Credit,Healthcare,78765.31,ATM,Other,Success,2026,5,May
T004220,A03586,2024-11-10,Debit,Shopping,96157.2,ATM,Other,Success,2024,11,November
T004221,A03243,2026-09-14,Debit,Food,70043.9,Net Banking,Utility,Success,2026,9,September
T004222,A02418,2025-01-08,Credit,Entertainment,42517.57,Net Banking,Fuel,Success,2025,1,January
T004223,A00906,2025-09-12,Debit,Utilities,91669.12,Net Banking,Fuel,Success,2025,9,September
T004224,A04796,2026-01-13,Credit,Travel,87923.71,Net Banking,Fuel,Success,2026,1,January
T004225,A01628,2025-11-03,Credit,Entertainment,55136.33,Debit Card,Online,Success,2025,11,November
T004226,A02732,2026-05-04,Credit,Shopping,73190.71,UPI,Grocery,Success,2026,5,May
T004227,A00278,2024-12-27,Debit,Food,20504.99,Net Banking,Restaurant,Success,2024,12,December
T004228,A01648,2025-10-23,Credit,Entertainment,18500.4,Debit Card,Healthcare,Success,2025,10,October
T004229,A01961,2025-06-01,Credit,Education,8934.74,Debit Card,Retail,Success,2025,6,June
T004230,A02644,2025-10-22,Credit,Food,61733.12,UPI,Fuel,Success,2025,10,October
T004231,A03481,2026-02-04,Debit,Entertainment,50471.47,ATM,Other,Success,2026,2,February
T004232,A01091,2025-07-08,Credit,Shopping,14287.98,Credit Card,Travel,Success,2025,7,July
T004233,A02682,2026-04-18,Debit,Groceries,67598.17,UPI,Education,Success,2026,4,April
T004234,A04789,2026-01-17,Debit,Education,3067.62,ATM,Online,Success,2026,1,January
T004235,A04703,2026-06-12,Credit,Education,30671.47,Debit Card,Travel,Pending,2026,6,June
T004236,A04802,2026-01-23,Debit,Food,36460.94,Net Banking,Grocery,Success,2026,1,January
T004237,A00926,2026-05-08,Credit,Entertainment,20748.0,Net Banking,Retail,Success,2026,5,May
T004238,A00665,2025-08-08,Debit,Groceries,84416.04,Debit Card,Fuel,Success,2025,8,August
T004239,A01556,2025-06-24,Debit,Travel,89056.12,Net Banking,Restaurant,Success,2025,6,June
T004240,A02320,2026-04-08,Credit,Travel,99833.15,UPI,Utility,Success,2026,4,April
T004241,A04872,2026-03-08,Debit,Travel,34330.1,Debit Card,Healthcare,Failed,2026,3,March
T004242,A00360,2026-07-29,Credit,Bills,50811.16,ATM,Travel,Success,2026,7,July
T004243,A00073,2026-08-09,Credit,Bills,29256.19,ATM,Travel,Success,2026,8,August
T004244,A00817,2025-02-06,Debit,Entertainment,52587.66,ATM,Fuel,Success,2025,2,February
T004245,A00598,2025-02-20,Debit,Food,78987.91,Net Banking,Education,Success,2025,2,February
T004246,A04327,2026-04-18,Credit,Travel,19487.32,Credit Card,Online,Success,2026,4,April
T004247,A03953,2025-06-07,Credit,Entertainment,53143.68,ATM,Fuel,Success,2025,6,June
T004248,A00216,2025-07-08,Credit,Travel,47237.48,Debit Card,Utility,Failed,2025,7,July
T004249,A04048,2025-10-25,Credit,Entertainment,84914.98,Credit Card,Fuel,Success,2025,10,October
T004250,A02799,2025-02-28,Debit,Utilities,51869.56,Debit Card,Travel,Success,2025,2,February
T004251,A00251,2025-10-06,Credit,Food,89979.85,Credit Card,Travel,Success,2025,10,October
T004252,A04572,2026-04-01,Debit,Healthcare,63404.55,ATM,Education,Success,2026,4,April
T004253,A01409,2025-10-28,Debit,Shopping,58182.63,Debit Card,Utility,Success,2025,10,October
T004254,A02307,2025-07-27,Credit,Other,64898.82,Credit Card,Utility,Success,2025,7,July
T004255,A01904,2025-05-11,Debit,Groceries,52151.57,Net Banking,Retail,Success,2025,5,May
T004256,A00235,2025-11-16,Credit,Healthcare,79085.64,Debit Card,Other,Success,2025,11,November
T004257,A04833,2026-05-01,Credit,Entertainment,45198.43,Net Banking,Retail,Failed,2026,5,May
T004258,A02066,2025-06-14,Debit,Education,4078.42,ATM,Fuel,Success,2025,6,June
T004259,A03369,2025-07-16,Credit,Food,73686.58,ATM,Other,Success,2025,7,July
T004260,A02457,2025-02-16,Debit,Travel,78244.84,ATM,Retail,Success,2025,2,February
T004261,A03008,2026-06-26,Debit,Entertainment,23207.65,Net Banking,Grocery,Failed,2026,6,June
T004262,A03173,2026-08-06,Credit,Utilities,4168.5,Net Banking,Utility,Success,2026,8,August
T004263,A02540,2025-10-24,Credit,Healthcare,78740.83,ATM,Restaurant,Success,2025,10,October
T004264,A01527,2026-07-18,Credit,Other,10844.4,ATM,Retail,Success,2026,7,July
T004265,A02121,2025-11-24,Credit,Other,17372.94,ATM,Other,Success,2025,11,November
T004266,A00326,2025-01-30,Credit,Utilities,88892.89,Net Banking,Utility,Success,2025,1,January
T004267,A04927,2026-05-01,Credit,Entertainment,6645.29,Credit Card,Grocery,Success,2026,5,May
T004268,A04081,2025-02-28,Debit,Food,10461.37,Net Banking,Utility,Success,2025,2,February
T004269,A02558,2024-12-29,Debit,Shopping,32757.32,Net Banking,Fuel,Success,2024,12,December
T004270,A03372,2025-06-10,Debit,Food,42344.0,UPI,Restaurant,Failed,2025,6,June
T004271,A02787,2025-01-30,Credit,Utilities,73695.31,Credit Card,Fuel,Success,2025,1,January
T004272,A04520,2026-07-06,Credit,Entertainment,39169.82,Debit Card,Online,Success,2026,7,July
T004273,A00231,2026-07-22,Debit,Bills,86553.71,UPI,Restaurant,Success,2026,7,July
T004274,A04602,2025-04-20,Credit,Groceries,35858.61,Credit Card,Education,Success,2025,4,April
T004275,A04155,2025-12-16,Credit,Food,68965.79,UPI,Utility,Success,2025,12,December
T004276,A00544,2025-09-26,Credit,Utilities,20424.18,Debit Card,Education,Success,2025,9,September
T004277,A01157,2025-01-08,Debit,Utilities,14465.49,Debit Card,Education,Success,2025,1,January
T004278,A03062,2025-09-11,Credit,Shopping,97458.51,Debit Card,Fuel,Success,2025,9,September
T004279,A04175,2026-05-18,Debit,Food,44625.79,Debit Card,Restaurant,Failed,2026,5,May
T004280,A01503,2025-04-23,Debit,Food,19092.49,Net Banking,Travel,Failed,2025,4,April
T004281,A00802,2026-06-22,Debit,Entertainment,13484.22,ATM,Online,Success,2026,6,June
T004282,A03656,2025-09-18,Debit,Utilities,36894.67,UPI,Healthcare,Success,2025,9,September
T004283,A03619,2025-10-09,Credit,Education,83454.55,Net Banking,Fuel,Success,2025,10,October
T004284,A02588,2024-12-18,Debit,Utilities,5140.27,Net Banking,Restaurant,Success,2024,12,December
T004285,A03807,2026-04-07,Credit,Groceries,9433.21,ATM,Grocery,Success,2026,4,April
T004286,A04576,2024-12-18,Debit,Food,77308.14,Credit Card,Retail,Success,2024,12,December
T004287,A03553,2025-09-25,Debit,Utilities,88702.17,Debit Card,Travel,Success,2025,9,September
T004288,A04442,2026-05-13,Credit,Food,63453.42,Debit Card,Travel,Success,2026,5,May
T004289,A00498,2026-09-11,Credit,Utilities,29089.01,UPI,Healthcare,Success,2026,9,September
T004290,A02969,2026-08-18,Credit,Other,18000.86,Net Banking,Online,Failed,2026,8,August
T004291,A02778,2025-12-18,Credit,Education,31651.64,ATM,Online,Success,2025,12,December
T004292,A04236,2026-07-20,Debit,Food,96945.96,Debit Card,Other,Success,2026,7,July
T004293,A02513,2025-10-08,Debit,Travel,74310.68,Debit Card,Education,Success,2025,10,October
T004294,A01419,2026-07-29,Credit,Food,83957.01,ATM,Grocery,Success,2026,7,July
T004295,A02452,2025-11-07,Credit,Food,56247.2,UPI,Restaurant,Success,2025,11,November
T004296,A02431,2026-02-12,Debit,Education,23440.23,ATM,Other,Success,2026,2,February
T004297,A01047,2026-05-02,Debit,Healthcare,47703.32,ATM,Online,Success,2026,5,May
T004298,A02107,2025-07-01,Credit,Utilities,82716.21,Debit Card,Other,Failed,2025,7,July
T004299,A00650,2026-02-09,Debit,Shopping,78986.89,Credit Card,Restaurant,Success,2026,2,February
T004300,A04183,2025-06-16,Credit,Shopping,3655.47,ATM,Retail,Success,2025,6,June
T004301,A02343,2024-12-29,Credit,Healthcare,15303.79,UPI,Restaurant,Success,2024,12,December
T004302,A02890,2025-05-28,Credit,Bills,25317.29,Debit Card,Education,Success,2025,5,May
T004303,A01256,2025-03-12,Debit,Shopping,42441.84,Credit Card,Healthcare,Success,2025,3,March
T004304,A03397,2025-12-14,Credit,Education,5482.1,Debit Card,Education,Pending,2025,12,December
T004305,A03604,2025-06-14,Debit,Groceries,82534.55,ATM,Travel,Pending,2025,6,June
T004306,A02991,2024-11-30,Credit,Healthcare,23440.81,ATM,Utility,Failed,2024,11,November
T004307,A01058,2025-07-24,Credit,Education,55607.61,Debit Card,Education,Success,2025,7,July
T004308,A00843,2026-04-10,Credit,Groceries,84278.15,ATM,Travel,Success,2026,4,April
T004309,A03306,2025-03-09,Debit,Groceries,71812.11,Net Banking,Utility,Success,2025,3,March
T004310,A04590,2025-08-29,Credit,Healthcare,91611.97,ATM,Grocery,Success,2025,8,August
T004311,A04830,2025-05-14,Debit,Utilities,63093.45,Net Banking,Restaurant,Success,2025,5,May
T004312,A01683,2025-10-12,Credit,Utilities,26805.53,ATM,Education,Success,2025,10,October
T004313,A02983,2026-03-21,Credit,Groceries,34534.48,Net Banking,Restaurant,Success,2026,3,March
T004314,A00079,2026-07-26,Debit,Shopping,25910.04,Net Banking,Grocery,Success,2026,7,July
T004315,A02388,2025-06-25,Debit,Entertainment,65600.35,Net Banking,Utility,Success,2025,6,June
T004316,A04848,2026-05-31,Debit,Shopping,19449.61,Net Banking,Retail,Success,2026,5,May
T004317,A03416,2025-07-02,Debit,Food,42359.8,Debit Card,Other,Success,2025,7,July
T004318,A01162,2026-08-08,Credit,Food,17416.7,Net Banking,Utility,Success,2026,8,August
T004319,A03470,2024-10-12,Debit,Travel,11155.21,Credit Card,Education,Success,2024,10,October
T004320,A00761,2025-12-18,Debit,Entertainment,68572.4,Credit Card,Online,Success,2025,12,December
T004321,A01286,2025-08-20,Debit,Entertainment,38831.64,Debit Card,Fuel,Success,2025,8,August
T004322,A00428,2026-02-21,Debit,Travel,28981.52,UPI,Healthcare,Success,2026,2,February
T004323,A04091,2026-04-05,Credit,Travel,3210.19,ATM,Utility,Success,2026,4,April
T004324,A01074,2026-09-07,Debit,Groceries,55142.94,Debit Card,Grocery,Success,2026,9,September
T004325,A04266,2025-08-21,Credit,Travel,36535.21,UPI,Fuel,Success,2025,8,August
T004326,A04134,2024-10-20,Debit,Entertainment,25037.7,Credit Card,Education,Success,2024,10,October
T004327,A04287,2026-07-30,Debit,Food,33194.28,ATM,Grocery,Success,2026,7,July
T004328,A04083,2026-05-19,Debit,Travel,21413.9,UPI,Education,Success,2026,5,May
T004329,A01066,2025-07-17,Debit,Travel,61915.38,Net Banking,Travel,Success,2025,7,July
T004330,A01667,2026-06-03,Credit,Shopping,37307.98,Credit Card,Healthcare,Success,2026,6,June
T004331,A00221,2025-03-13,Credit,Food,48680.44,Credit Card,Fuel,Success,2025,3,March
T004332,A00924,2025-07-14,Debit,Entertainment,98657.45,ATM,Retail,Success,2025,7,July
T004333,A00281,2025-10-16,Debit,Food,58428.63,UPI,Healthcare,Success,2025,10,October
T004334,A00104,2024-10-21,Credit,Groceries,47250.15,ATM,Education,Success,2024,10,October
T004335,A03447,2026-05-18,Credit,Healthcare,73990.52,Net Banking,Retail,Success,2026,5,May
T004336,A02568,2026-05-22,Credit,Healthcare,49860.83,Credit Card,Restaurant,Success,2026,5,May
T004337,A03029,2025-01-05,Debit,Education,21539.92,Debit Card,Restaurant,Success,2025,1,January
T004338,A04715,2025-12-08,Credit,Travel,45156.65,Credit Card,Healthcare,Success,2025,12,December
T004339,A03902,2026-08-05,Debit,Bills,91750.46,Net Banking,Other,Success,2026,8,August
T004340,A00599,2026-03-05,Credit,Travel,41692.28,Debit Card,Retail,Success,2026,3,March
T004341,A00790,2025-01-02,Debit,Healthcare,71876.77,ATM,Travel,Success,2025,1,January
T004342,A02556,2024-11-04,Debit,Bills,60190.22,UPI,Utility,Failed,2024,11,November
T004343,A02906,2026-07-11,Debit,Utilities,99540.75,ATM,Education,Success,2026,7,July
T004344,A03566,2025-12-10,Credit,Shopping,7753.04,Net Banking,Healthcare,Success,2025,12,December
T004345,A03212,2026-01-06,Credit,Utilities,81053.71,Net Banking,Fuel,Success,2026,1,January
T004346,A03115,2025-06-26,Debit,Food,39829.64,UPI,Travel,Success,2025,6,June
T004347,A04682,2026-03-18,Debit,Groceries,54622.33,UPI,Healthcare,Success,2026,3,March
T004348,A03969,2025-02-04,Credit,Shopping,32826.74,Credit Card,Grocery,Success,2025,2,February
T004349,A02239,2025-07-10,Debit,Entertainment,76158.98,Debit Card,Travel,Success,2025,7,July
T004350,A01321,2025-12-19,Credit,Shopping,89111.83,UPI,Retail,Success,2025,12,December
T004351,A00325,2025-01-09,Debit,Other,9995.97,UPI,Other,Success,2025,1,January
T004352,A02005,2025-01-06,Credit,Bills,55651.51,UPI,Education,Success,2025,1,January
T004353,A02148,2025-05-22,Debit,Utilities,61558.43,ATM,Healthcare,Success,2025,5,May
T004354,A03617,2025-01-21,Credit,Travel,7583.11,UPI,Travel,Success,2025,1,January
T004355,A02380,2025-08-02,Credit,Groceries,42163.83,Debit Card,Fuel,Success,2025,8,August
T004356,A04829,2026-07-10,Debit,Utilities,53501.9,Net Banking,Education,Failed,2026,7,July
T004357,A00333,2025-02-23,Credit,Food,84860.52,ATM,Utility,Success,2025,2,February
T004358,A01125,2025-12-28,Credit,Healthcare,49005.23,UPI,Other,Success,2025,12,December
T004359,A04440,2024-12-02,Credit,Bills,63425.12,Debit Card,Retail,Success,2024,12,December
T004360,A02794,2026-09-07,Credit,Education,82898.82,Net Banking,Grocery,Success,2026,9,September
T004361,A04541,2024-09-30,Credit,Groceries,74353.68,Debit Card,Retail,Success,2024,9,September
T004362,A01674,2024-10-22,Debit,Bills,2272.45,Credit Card,Online,Success,2024,10,October
T004363,A03442,2026-08-20,Credit,Education,17281.2,ATM,Fuel,Success,2026,8,August
T004364,A00696,2025-03-24,Credit,Groceries,72384.26,UPI,Restaurant,Success,2025,3,March
T004365,A01455,2026-05-27,Credit,Travel,72211.46,ATM,Retail,Success,2026,5,May
T004366,A02557,2026-01-13,Debit,Utilities,5548.64,UPI,Travel,Success,2026,1,January
T004367,A01321,2025-11-24,Debit,Entertainment,31610.04,ATM,Grocery,Success,2025,11,November
T004368,A03619,2026-04-27,Credit,Bills,58198.41,Debit Card,Travel,Success,2026,4,April
T004369,A01616,2025-07-07,Credit,Travel,97910.68,ATM,Grocery,Success,2025,7,July
T004370,A00143,2025-03-02,Credit,Travel,14935.36,Credit Card,Restaurant,Success,2025,3,March
T004371,A00334,2026-01-08,Debit,Groceries,53990.39,UPI,Restaurant,Success,2026,1,January
T004372,A02003,2024-12-16,Debit,Education,21324.01,ATM,Utility,Success,2024,12,December
T004373,A00627,2025-11-27,Debit,Bills,8821.89,Credit Card,Fuel,Success,2025,11,November
T004374,A03403,2025-08-12,Credit,Bills,94980.03,UPI,Retail,Success,2025,8,August
T004375,A03629,2026-05-01,Credit,Healthcare,17929.58,UPI,Travel,Success,2026,5,May
T004376,A00283,2026-09-12,Debit,Groceries,60816.09,Net Banking,Grocery,Success,2026,9,September
T004377,A00231,2025-02-26,Credit,Groceries,8422.84,UPI,Travel,Success,2025,2,February
T004378,A02481,2025-04-24,Debit,Bills,82645.46,Credit Card,Retail,Success,2025,4,April
T004379,A00931,2025-05-18,Debit,Utilities,45616.32,Credit Card,Retail,Pending,2025,5,May
T004380,A01489,2026-02-11,Credit,Education,80228.31,Debit Card,Other,Success,2026,2,February
T004381,A03974,2025-11-16,Debit,Utilities,926.98,ATM,Other,Success,2025,11,November
T004382,A04958,2025-12-25,Debit,Education,91125.02,UPI,Other,Success,2025,12,December
T004383,A02260,2025-12-26,Credit,Groceries,30368.85,Credit Card,Online,Success,2025,12,December
T004384,A04110,2025-01-03,Debit,Education,31874.39,Net Banking,Grocery,Success,2025,1,January
T004385,A02862,2024-09-24,Debit,Food,53990.76,Debit Card,Travel,Failed,2024,9,September
T004386,A00536,2025-05-05,Debit,Education,33635.11,Debit Card,Online,Success,2025,5,May
T004387,A02468,2024-10-18,Credit,Other,98056.97,UPI,Travel,Success,2024,10,October
T004388,A01881,2025-11-08,Debit,Food,47699.72,UPI,Other,Success,2025,11,November
T004389,A03966,2025-10-19,Debit,Healthcare,73145.77,Debit Card,Online,Failed,2025,10,October
T004390,A02213,2026-03-24,Debit,Healthcare,52792.43,Credit Card,Utility,Success,2026,3,March
T004391,A00823,2024-11-15,Credit,Healthcare,45075.62,UPI,Education,Pending,2024,11,November
T004392,A03626,2026-05-14,Credit,Healthcare,47288.47,Net Banking,Restaurant,Pending,2026,5,May
T004393,A03784,2025-10-25,Debit,Shopping,85105.13,Net Banking,Grocery,Failed,2025,10,October
T004394,A02336,2026-03-15,Debit,Shopping,25063.74,Net Banking,Fuel,Failed,2026,3,March
T004395,A02859,2024-11-28,Debit,Utilities,39113.48,Debit Card,Utility,Success,2024,11,November
T004396,A03825,2024-11-18,Debit,Shopping,72143.13,ATM,Online,Success,2024,11,November
T004397,A03514,2024-09-26,Debit,Shopping,82167.3,Credit Card,Fuel,Success,2024,9,September
T004398,A03821,2024-10-09,Credit,Healthcare,6170.94,Net Banking,Healthcare,Failed,2024,10,October
T004399,A00815,2026-03-07,Credit,Food,92651.97,Debit Card,Other,Success,2026,3,March
T004400,A03365,2026-04-24,Debit,Entertainment,39945.72,Net Banking,Fuel,Success,2026,4,April
T004401,A02817,2026-04-22,Debit,Other,96453.83,ATM,Grocery,Success,2026,4,April
T004402,A01870,2025-06-01,Debit,Travel,28001.95,ATM,Healthcare,Failed,2025,6,June
T004403,A02613,2026-05-02,Credit,Bills,57425.52,ATM,Restaurant,Success,2026,5,May
T004404,A03859,2025-09-19,Credit,Groceries,19102.24,ATM,Other,Success,2025,9,September
T004405,A03372,2025-07-16,Debit,Entertainment,2430.37,UPI,Fuel,Success,2025,7,July
T004406,A01987,2025-05-21,Credit,Utilities,44543.6,ATM,Education,Success,2025,5,May
T004407,A03779,2025-12-28,Debit,Other,85402.08,UPI,Other,Success,2025,12,December
T004408,A03693,2025-01-13,Credit,Bills,81935.54,ATM,Healthcare,Success,2025,1,January
T004409,A00425,2024-10-10,Debit,Entertainment,94426.36,Credit Card,Retail,Success,2024,10,October
T004410,A02228,2024-09-28,Credit,Entertainment,66698.64,UPI,Travel,Success,2024,9,September
T004411,A00016,2025-06-07,Credit,Utilities,56748.72,Debit Card,Travel,Success,2025,6,June
T004412,A01282,2025-08-24,Credit,Travel,46060.6,ATM,Healthcare,Success,2025,8,August
T004413,A00091,2025-11-15,Credit,Groceries,58192.25,Debit Card,Healthcare,Success,2025,11,November
T004414,A03362,2025-03-08,Debit,Education,44834.14,Debit Card,Fuel,Failed,2025,3,March
T004415,A04671,2026-03-06,Credit,Travel,3313.85,UPI,Travel,Success,2026,3,March
T004416,A01595,2024-10-08,Debit,Groceries,67553.95,Debit Card,Travel,Success,2024,10,October
T004417,A04317,2025-03-02,Credit,Food,44865.51,Credit Card,Utility,Success,2025,3,March
T004418,A02601,2025-08-04,Debit,Bills,20495.28,Debit Card,Education,Pending,2025,8,August
T004419,A02407,2026-02-26,Credit,Education,12113.98,Credit Card,Online,Success,2026,2,February
T004420,A01788,2026-09-13,Credit,Groceries,32414.81,UPI,Retail,Success,2026,9,September
T004421,A04545,2025-06-05,Debit,Utilities,14981.41,ATM,Restaurant,Success,2025,6,June
T004422,A00671,2024-09-22,Debit,Shopping,14531.41,UPI,Travel,Success,2024,9,September
T004423,A03314,2026-05-20,Debit,Shopping,48428.03,Net Banking,Education,Success,2026,5,May
T004424,A04034,2026-08-03,Credit,Education,10487.51,ATM,Online,Success,2026,8,August
T004425,A03675,2025-11-13,Debit,Healthcare,1669.83,UPI,Online,Success,2025,11,November
T004426,A03820,2025-08-04,Debit,Entertainment,34338.24,ATM,Education,Success,2025,8,August
T004427,A04775,2026-05-27,Credit,Other,69660.65,Debit Card,Grocery,Success,2026,5,May
T004428,A00888,2025-04-07,Debit,Shopping,87667.96,ATM,Grocery,Success,2025,4,April
T004429,A04199,2026-03-10,Debit,Groceries,99596.17,Credit Card,Education,Success,2026,3,March
T004430,A00482,2025-08-28,Debit,Entertainment,42586.67,UPI,Education,Pending,2025,8,August
T004431,A02954,2024-11-06,Debit,Utilities,78278.29,Debit Card,Education,Success,2024,11,November
T004432,A00177,2024-12-03,Credit,Groceries,65041.99,Net Banking,Grocery,Success,2024,12,December
T004433,A02912,2025-01-15,Credit,Shopping,89216.24,Credit Card,Utility,Success,2025,1,January
T004434,A01604,2026-02-14,Debit,Education,95670.64,Debit Card,Online,Success,2026,2,February
T004435,A00478,2026-03-24,Debit,Food,93116.93,Credit Card,Healthcare,Success,2026,3,March
T004436,A00504,2024-11-05,Debit,Utilities,52241.28,Credit Card,Other,Success,2024,11,November
T004437,A00696,2026-03-11,Debit,Utilities,45725.12,UPI,Education,Success,2026,3,March
T004438,A03578,2025-01-14,Credit,Travel,31413.38,ATM,Retail,Success,2025,1,January
T004439,A04158,2025-02-19,Debit,Utilities,42468.07,ATM,Fuel,Success,2025,2,February
T004440,A00079,2025-04-17,Credit,Travel,55399.17,Net Banking,Travel,Success,2025,4,April
T004441,A01912,2026-02-19,Credit,Shopping,10644.05,Debit Card,Online,Success,2026,2,February
T004442,A04794,2025-02-14,Debit,Utilities,60959.85,Debit Card,Restaurant,Success,2025,2,February
T004443,A03646,2025-07-19,Credit,Groceries,95323.28,Debit Card,Healthcare,Success,2025,7,July
T004444,A04051,2025-07-30,Credit,Entertainment,4458.57,Debit Card,Grocery,Success,2025,7,July
T004445,A04369,2024-11-19,Credit,Bills,26180.79,Debit Card,Grocery,Success,2024,11,November
T004446,A02573,2025-08-20,Credit,Groceries,54544.27,Debit Card,Online,Success,2025,8,August
T004447,A01478,2025-02-02,Credit,Groceries,69214.89,Net Banking,Utility,Success,2025,2,February
T004448,A03467,2025-09-11,Credit,Healthcare,85905.26,Credit Card,Utility,Success,2025,9,September
T004449,A02323,2024-12-11,Debit,Other,8479.14,UPI,Fuel,Success,2024,12,December
T004450,A02188,2024-12-03,Credit,Travel,42488.17,Credit Card,Online,Success,2024,12,December
T004451,A00604,2024-10-18,Debit,Groceries,70306.4,Credit Card,Other,Success,2024,10,October
T004452,A03652,2025-07-23,Credit,Food,7569.77,Credit Card,Education,Success,2025,7,July
T004453,A01116,2026-02-08,Debit,Travel,95786.29,UPI,Other,Success,2026,2,February
T004454,A04774,2026-03-19,Credit,Utilities,91760.96,ATM,Retail,Success,2026,3,March
T004455,A04110,2025-06-02,Debit,Other,45174.46,Net Banking,Restaurant,Success,2025,6,June
T004456,A00134,2026-04-22,Credit,Groceries,77034.25,UPI,Fuel,Failed,2026,4,April
T004457,A00228,2025-05-14,Debit,Travel,40739.13,ATM,Other,Success,2025,5,May
T004458,A04984,2025-08-11,Credit,Other,14162.38,ATM,Fuel,Success,2025,8,August
T004459,A03943,2025-09-18,Credit,Food,49086.14,Debit Card,Healthcare,Success,2025,9,September
T004460,A00937,2025-12-16,Credit,Healthcare,27202.07,Net Banking,Utility,Success,2025,12,December
T004461,A01289,2025-12-18,Credit,Entertainment,4343.63,UPI,Restaurant,Success,2025,12,December
T004462,A00760,2026-08-17,Credit,Education,11126.13,UPI,Online,Pending,2026,8,August
T004463,A04834,2025-08-31,Credit,Food,31066.32,ATM,Fuel,Success,2025,8,August
T004464,A01747,2025-05-26,Debit,Food,49353.67,UPI,Healthcare,Success,2025,5,May
T004465,A03044,2026-02-03,Credit,Food,99124.64,Net Banking,Grocery,Success,2026,2,February
T004466,A00299,2025-08-26,Credit,Travel,97942.51,UPI,Online,Success,2025,8,August
T004467,A04398,2024-09-18,Debit,Entertainment,79207.15,Debit Card,Healthcare,Success,2024,9,September
T004468,A04918,2025-06-15,Credit,Education,39236.0,Net Banking,Travel,Success,2025,6,June
T004469,A04652,2025-10-01,Debit,Other,10203.25,Net Banking,Travel,Success,2025,10,October
T004470,A00420,2025-10-27,Credit,Utilities,52990.08,UPI,Other,Success,2025,10,October
T004471,A02539,2024-10-11,Debit,Food,41801.82,Credit Card,Grocery,Success,2024,10,October
T004472,A04334,2026-04-07,Debit,Travel,72567.1,Net Banking,Education,Success,2026,4,April
T004473,A00148,2025-06-25,Credit,Groceries,75138.89,ATM,Fuel,Success,2025,6,June
T004474,A02174,2026-08-31,Credit,Travel,51166.95,UPI,Online,Success,2026,8,August
T004475,A00037,2026-07-31,Credit,Bills,7142.47,Credit Card,Retail,Success,2026,7,July
T004476,A01122,2025-10-13,Credit,Groceries,40025.55,Credit Card,Retail,Success,2025,10,October
T004477,A03193,2024-12-03,Credit,Other,50784.15,Credit Card,Other,Success,2024,12,December
T004478,A00917,2024-12-08,Credit,Healthcare,97427.06,Credit Card,Retail,Success,2024,12,December
T004479,A00065,2024-11-25,Debit,Education,36673.44,UPI,Healthcare,Success,2024,11,November
T004480,A01951,2026-01-01,Credit,Education,54864.87,Credit Card,Grocery,Success,2026,1,January
T004481,A03865,2025-10-23,Credit,Shopping,7662.6,Credit Card,Fuel,Success,2025,10,October
T004482,A04267,2025-11-09,Credit,Other,92649.94,ATM,Fuel,Success,2025,11,November
T004483,A01380,2026-02-11,Debit,Bills,82373.13,ATM,Grocery,Success,2026,2,February
T004484,A00659,2025-07-21,Credit,Food,89100.07,UPI,Retail,Success,2025,7,July
T004485,A02065,2025-01-14,Debit,Bills,38727.85,ATM,Healthcare,Success,2025,1,January
T004486,A01833,2026-03-25,Credit,Entertainment,4243.29,Debit Card,Travel,Success,2026,3,March
T004487,A01136,2025-08-19,Credit,Food,90518.57,Credit Card,Education,Success,2025,8,August
T004488,A01134,2025-02-01,Debit,Entertainment,28727.32,Net Banking,Restaurant,Success,2025,2,February
T004489,A02027,2025-01-16,Debit,Travel,30538.34,Debit Card,Restaurant,Success,2025,1,January
T004490,A00361,2025-02-12,Debit,Bills,13700.28,Net Banking,Travel,Success,2025,2,February
T004491,A04087,2025-04-28,Credit,Utilities,21490.03,Credit Card,Grocery,Success,2025,4,April
T004492,A01794,2026-06-22,Debit,Other,81293.14,ATM,Grocery,Success,2026,6,June
T004493,A04224,2026-05-20,Debit,Other,70995.92,Debit Card,Healthcare,Success,2026,5,May
T004494,A01166,2026-05-23,Credit,Groceries,81268.24,Debit Card,Other,Success,2026,5,May
T004495,A01855,2026-07-21,Credit,Other,49278.61,Debit Card,Restaurant,Success,2026,7,July
T004496,A04164,2026-03-09,Debit,Bills,3211.8,ATM,Fuel,Success,2026,3,March
T004497,A02145,2026-05-09,Debit,Shopping,82148.56,ATM,Restaurant,Success,2026,5,May
T004498,A03339,2024-10-13,Credit,Education,53406.97,UPI,Healthcare,Failed,2024,10,October
T004499,A02815,2026-04-22,Credit,Other,31236.91,Credit Card,Healthcare,Success,2026,4,April
T004500,A04919,2026-05-22,Credit,Travel,48976.74,Net Banking,Utility,Success,2026,5,May
T004501,A01894,2025-05-12,Debit,Food,53345.53,Debit Card,Education,Success,2025,5,May
