transaction_id,account_id,transaction_date,transaction_type,category,amount,payment_mode,merchant_category,transaction_status
T013396,A01658,2026-08-20,Credit,Bills,87917.58,Credit Card,Grocery,Success
T013397,A00534,2025-09-28,Credit,Travel,2352.3,Net Banking,Utility,Success
T013398,A01619,2025-04-10,Debit,Shopping,22338.58,Credit Card,Education,Success
T013399,A00714,2025-10-02,Debit,Travel,51815.08,UPI,Utility,Success
T013400,A01807,2024-12-05,Credit,Entertainment,11915.76,Credit Card,Grocery,Success
T013401,A00186,2025-12-14,Credit,Entertainment,6370.25,UPI,Education,Success
T013402,A01133,2026-04-21,Debit,Other,9122.66,Net Banking,Utility,Success
T013403,A00413,2024-12-29,Debit,Healthcare,88039.79,Net Banking,Healthcare,Success
T013404,A02081,2025-04-05,Debit,Education,92771.29,Net Banking,Other,Success
T013405,A00747,2025-11-11,Credit,Healthcare,83744.2,UPI,Education,Success
T013406,A00559,2024-09-22,Credit,Food,25633.16,Debit Card,Fuel,Success
T013407,A01574,2026-05-31,Debit,Travel,13476.54,UPI,Education,Success
T013408,A00946,2026-07-21,Credit,Healthcare,17953.45,UPI,Education,Success
T013409,A04549,2025-12-13,Debit,Education,43282.33,ATM,Travel,Success
T013410,A04882,2025-05-04,Debit,Shopping,42687.79,Net Banking,Other,Success
T013411,A01337,2025-10-07,Debit,Healthcare,2092.83,Credit Card,Healthcare,Success
T013412,A00191,2024-09-27,Credit,Food,29851.05,ATM,Online,Success
T013413,A02996,2024-10-14,Debit,Utilities,89755.39,Credit Card,Education,Success
T013414,A01468,2024-12-19,Credit,Utilities,56968.87,Net Banking,Restaurant,Success
T013415,A01341,2026-08-26,Credit,Utilities,82154.32,UPI,Restaurant,Success
T013416,A01803,2026-04-17,Credit,Other,91578.9,ATM,Retail,Success
T013417,A04328,2026-05-05,Credit,Entertainment,34107.73,UPI,Fuel,Success
T013418,A03669,2026-05-02,Credit,Healthcare,71619.11,Net Banking,Restaurant,Success
T013419,A00346,2025-09-20,Debit,Shopping,11827.86,ATM,Retail,Success
T013420,A03527,2024-09-17,Debit,Utilities,44491.24,UPI,Other,Success
T013421,A02377,2026-07-27,Credit,Entertainment,27131.77,Net Banking,Education,Success
T013422,A00976,2025-10-29,Debit,Utilities,75500.93,UPI,Grocery,Success
T013423,A04243,2024-11-23,Debit,Food,92365.09,ATM,Restaurant,Success
T013424,A00097,2025-09-02,Debit,Education,52269.86,Net Banking,Travel,Success
T013425,A00147,2026-03-19,Debit,Other,9460.6,ATM,Fuel,Success
T013426,A04002,2025-08-06,Credit,Bills,52163.37,Credit Card,Healthcare,Success
T013427,A00929,2025-10-13,Credit,Groceries,69911.04,UPI,Online,Success
T013428,A00641,2025-04-13,Debit,Shopping,83344.28,Net Banking,Education,Pending
T013429,A03584,2024-10-09,Credit,Entertainment,97272.67,Credit Card,Utility,Success
T013430,A04839,2025-01-24,Debit,Shopping,24885.23,Net Banking,Travel,Success
T013431,A02826,2026-06-01,Debit,Healthcare,33533.21,Credit Card,Retail,Success
T013432,A03265,2025-06-30,Debit,Entertainment,69787.9,Credit Card,Retail,Success
T013433,A04505,2026-07-22,Debit,Bills,35721.52,UPI,Healthcare,Success
T013434,A01920,2026-08-12,Debit,Utilities,24584.2,UPI,Grocery,Success
T013435,A00969,2025-01-27,Credit,Education,12248.1,Debit Card,Retail,Success
T013436,A00469,2026-04-19,Debit,Utilities,5509.46,Net Banking,Online,Success
T013437,A01164,2026-02-15,Credit,Shopping,74792.6,UPI,Travel,Success
T013438,A00820,2025-08-15,Debit,Shopping,85594.94,ATM,Grocery,Success
T013439,A03856,2024-10-07,Credit,Entertainment,5191.65,ATM,Travel,Success
T013440,A03030,2025-01-16,Credit,Utilities,4714.81,UPI,Utility,Success
T013441,A01417,2025-12-01,Debit,Bills,59114.84,Credit Card,Online,Success
T013442,A03319,2026-09-06,Credit,Utilities,46556.75,Credit Card,Other,Success
T013443,A00574,2026-04-19,Credit,Food,3000.76,Credit Card,Education,Success
T013444,A01658,2025-06-02,Credit,Food,55071.77,Debit Card,Grocery,Pending
T013445,A00116,2025-07-08,Debit,Travel,20019.23,ATM,Fuel,Success
T013446,A01541,2024-12-21,Debit,Groceries,49288.04,Net Banking,Grocery,Success
T013447,A02366,2025-11-09,Debit,Shopping,70067.09,Debit Card,Healthcare,Failed
T013448,A01346,2025-05-22,Debit,Utilities,73740.21,ATM,Online,Success
T013449,A04788,2024-12-18,Debit,Bills,43902.2,Net Banking,Retail,Success
T013450,A01790,2025-12-12,Debit,Food,72910.13,ATM,Education,Success
T013451,A04833,2026-09-03,Debit,Utilities,22714.44,UPI,Online,Success
T013452,A01049,2025-09-08,Credit,Healthcare,88890.77,ATM,Grocery,Success
T013453,A00575,2025-12-11,Debit,Shopping,10220.39,Debit Card,Other,Pending
T013454,A04442,2025-04-27,Debit,Healthcare,77240.51,ATM,Retail,Success
T013455,A04746,2026-02-01,Debit,Food,12639.13,Credit Card,Travel,Success
T013456,A04315,2024-09-27,Debit,Utilities,68640.45,Net Banking,Online,Success
T013457,A02345,2024-10-04,Debit,Food,84583.1,Credit Card,Travel,Success
T013458,A01952,2024-11-24,Credit,Food,88734.69,UPI,Grocery,Failed
T013459,A01289,2025-06-20,Credit,Utilities,56990.08,Net Banking,Education,Success
T013460,A01859,2025-08-30,Credit,Other,11504.31,ATM,Grocery,Success
T013461,A00447,2026-05-01,Debit,Entertainment,1272.16,Debit Card,Healthcare,Success
T013462,A02116,2025-05-08,Credit,Food,94036.88,Debit Card,Other,Success
T013463,A02036,2026-05-23,Credit,Shopping,35743.91,ATM,Education,Success
T013464,A04140,2025-03-11,Credit,Utilities,71756.83,Debit Card,Restaurant,Success
T013465,A01123,2025-07-27,Debit,Healthcare,99010.38,ATM,Education,Success
T013466,A04731,2026-05-05,Debit,Travel,71171.97,UPI,Restaurant,Success
T013467,A01762,2024-10-09,Debit,Shopping,61984.41,ATM,Other,Success
T013468,A01289,2025-11-03,Credit,Food,67460.3,Net Banking,Grocery,Success
T013469,A02139,2026-05-10,Credit,Entertainment,97525.08,UPI,Online,Success
T013470,A02459,2024-11-03,Credit,Entertainment,47170.98,UPI,Utility,Success
T013471,A04990,2025-11-20,Debit,Bills,42256.61,Debit Card,Restaurant,Success
T013472,A02150,2025-08-11,Credit,Bills,25309.74,Debit Card,Restaurant,Success
T013473,A02209,2026-08-05,Credit,Groceries,93947.21,UPI,Utility,Success
T013474,A03258,2025-10-28,Credit,Entertainment,34980.4,Credit Card,Fuel,Success
T013475,A04609,2025-02-01,Debit,Entertainment,59459.3,UPI,Online,Success
T013476,A02027,2026-04-01,Debit,Entertainment,9608.52,ATM,Healthcare,Success
T013477,A00984,2024-11-17,Debit,Education,4936.76,Credit Card,Healthcare,Success
T013478,A01448,2026-01-05,Debit,Shopping,21714.09,Net Banking,Healthcare,Success
T013479,A01815,2025-12-14,Debit,Education,34207.46,Debit Card,Grocery,Success
T013480,A00867,2025-04-13,Credit,Groceries,34891.24,Net Banking,Grocery,Success
T013481,A04243,2025-06-18,Credit,Food,14768.44,UPI,Online,Success
T013482,A00821,2026-01-16,Debit,Utilities,39503.58,Credit Card,Healthcare,Success
T013483,A00703,2026-05-27,Credit,Travel,64936.58,ATM,Travel,Success
T013484,A03376,2025-07-06,Credit,Other,85545.63,Debit Card,Grocery,Success
T013485,A00557,2025-04-04,Credit,Food,6628.9,Credit Card,Other,Success
T013486,A01178,2025-05-18,Credit,Entertainment,29203.9,Net Banking,Grocery,Success
T013487,A01171,2025-07-15,Debit,Travel,42406.64,Net Banking,Restaurant,Success
T013488,A00726,2024-11-26,Credit,Other,12547.6,ATM,Retail,Success
T013489,A04991,2026-01-16,Debit,Travel,33554.65,UPI,Online,Success
T013490,A04043,2025-09-28,Credit,Bills,45881.69,Credit Card,Utility,Success
T013491,A04309,2026-08-07,Debit,Shopping,29581.48,UPI,Education,Success
T013492,A01268,2025-09-03,Debit,Entertainment,80087.88,UPI,Restaurant,Success
T013493,A00866,2025-02-18,Debit,Travel,48619.26,Net Banking,Education,Success
T013494,A03648,2025-03-31,Debit,Travel,31154.54,ATM,Travel,Success
T013495,A04037,2025-12-13,Credit,Food,45138.46,ATM,Travel,Success
T013496,A00133,2026-03-05,Debit,Food,81569.41,Credit Card,Travel,Failed
T013497,A00934,2025-01-21,Credit,Entertainment,10670.5,Debit Card,Fuel,Success
T013498,A03360,2026-07-06,Credit,Utilities,85369.57,Net Banking,Restaurant,Success
T013499,A00483,2026-07-29,Credit,Groceries,31199.54,Debit Card,Grocery,Success
T013500,A01517,2025-05-22,Debit,Shopping,82484.59,Net Banking,Other,Success
T013501,A00834,2024-11-27,Debit,Shopping,43527.12,UPI,Healthcare,Success
T013502,A00017,2024-09-16,Credit,Other,41234.94,ATM,Travel,Success
T013503,A04394,2024-11-01,Debit,Travel,92437.97,Credit Card,Grocery,Success
T013504,A03629,2025-03-11,Credit,Shopping,87342.7,Debit Card,Travel,Success
T013505,A03891,2024-11-01,Debit,Food,429.17,Net Banking,Fuel,Success
T013506,A00252,2024-09-25,Credit,Travel,3623.87,UPI,Healthcare,Success
T013507,A01080,2025-06-29,Debit,Food,29429.99,UPI,Grocery,Success
T013508,A03882,2024-12-14,Credit,Groceries,99633.75,Debit Card,Healthcare,Success
T013509,A04525,2026-03-27,Credit,Food,2647.05,Debit Card,Other,Success
T013510,A02743,2025-02-07,Debit,Education,28444.6,Debit Card,Retail,Success
T013511,A03419,2025-08-15,Debit,Food,34886.59,Credit Card,Education,Success
T013512,A04464,2025-02-15,Credit,Food,13096.78,UPI,Education,Success
T013513,A00485,2026-06-26,Debit,Healthcare,66120.9,ATM,Other,Success
T013514,A03278,2025-04-06,Credit,Bills,63414.37,Credit Card,Other,Success
T013515,A00011,2025-11-06,Credit,Travel,61193.42,Net Banking,Other,Success
T013516,A02287,2026-06-07,Credit,Entertainment,65007.8,UPI,Restaurant,Success
T013517,A02004,2026-08-15,Credit,Shopping,78652.22,ATM,Utility,Success
T013518,A01600,2024-10-18,Credit,Food,52469.29,Debit Card,Education,Success
T013519,A00977,2025-12-21,Credit,Other,33144.67,Credit Card,Grocery,Success
T013520,A01051,2026-06-28,Credit,Travel,5055.27,Debit Card,Fuel,Success
T013521,A00778,2025-02-18,Credit,Education,60994.32,ATM,Healthcare,Failed
T013522,A02761,2024-10-28,Credit,Healthcare,99009.53,ATM,Healthcare,Success
T013523,A02289,2025-08-31,Debit,Utilities,8492.63,Net Banking,Retail,Success
T013524,A00157,2025-12-11,Debit,Travel,11303.24,Net Banking,Retail,Success
T013525,A02349,2024-12-25,Credit,Travel,12437.58,Debit Card,Grocery,Success
T013526,A03127,2025-01-09,Credit,Utilities,22748.12,Credit Card,Other,Success
T013527,A00645,2025-10-07,Credit,Utilities,73311.14,Net Banking,Retail,Success
T013528,A03409,2025-01-09,Debit,Education,45911.04,Net Banking,Fuel,Success
T013529,A02313,2025-10-31,Debit,Bills,98528.26,Credit Card,Online,Success
T013530,A03988,2024-10-29,Debit,Food,34792.27,Credit Card,Healthcare,Success
T013531,A04361,2025-02-20,Credit,Utilities,35509.82,Net Banking,Education,Success
T013532,A04581,2025-01-29,Debit,Entertainment,18855.69,Credit Card,Fuel,Success
T013533,A03146,2024-12-16,Debit,Food,2889.84,Net Banking,Fuel,Success
T013534,A03304,2026-09-01,Debit,Entertainment,69552.35,Credit Card,Other,Success
T013535,A04494,2024-12-03,Credit,Other,45673.92,Debit Card,Utility,Success
T013536,A01694,2025-12-11,Credit,Healthcare,69521.68,Credit Card,Utility,Success
T013537,A01418,2025-02-07,Debit,Bills,36994.63,Net Banking,Education,Success
T013538,A01816,2025-12-28,Debit,Shopping,8192.02,Net Banking,Restaurant,Success
T013539,A02779,2026-02-08,Debit,Healthcare,21047.55,Debit Card,Travel,Success
T013540,A03802,2025-05-22,Credit,Other,28732.16,Debit Card,Healthcare,Success
T013541,A02625,2024-12-31,Credit,Bills,76899.3,Net Banking,Travel,Success
T013542,A04417,2025-12-13,Credit,Shopping,54246.86,ATM,Restaurant,Success
T013543,A02564,2025-01-10,Debit,Entertainment,84891.01,Debit Card,Fuel,Success
T013544,A02411,2026-03-05,Debit,Groceries,92520.65,Debit Card,Grocery,Success
T013545,A00323,2024-10-20,Debit,Education,36160.95,Net Banking,Utility,Success
T013546,A01705,2025-07-18,Credit,Groceries,60277.43,UPI,Online,Success
T013547,A00274,2026-04-28,Credit,Education,50596.82,UPI,Travel,Success
T013548,A00982,2024-12-28,Debit,Education,274.46,ATM,Grocery,Success
T013549,A04691,2024-12-06,Credit,Food,7156.82,ATM,Restaurant,Success
T013550,A02607,2026-04-12,Debit,Food,74130.02,Net Banking,Retail,Success
T013551,A00269,2026-06-16,Debit,Utilities,73277.49,Credit Card,Education,Success
T013552,A00085,2025-08-29,Debit,Education,50081.63,Debit Card,Restaurant,Pending
T013553,A03722,2024-11-24,Debit,Utilities,60531.11,ATM,Utility,Success
T013554,A03849,2025-11-07,Debit,Healthcare,68415.63,ATM,Other,Success
T013555,A02218,2025-08-07,Credit,Travel,48928.9,UPI,Healthcare,Success
T013556,A00120,2026-07-07,Debit,Education,23432.06,Debit Card,Fuel,Success
T013557,A04912,2026-04-18,Debit,Travel,59093.25,Credit Card,Online,Success
T013558,A00027,2025-10-31,Debit,Utilities,64961.95,UPI,Healthcare,Success
T013559,A04865,2025-01-16,Debit,Shopping,54663.47,UPI,Online,Success
T013560,A04212,2026-02-07,Credit,Shopping,90865.78,Credit Card,Travel,Success
T013561,A02679,2026-04-15,Debit,Shopping,16188.05,Debit Card,Restaurant,Success
T013562,A04786,2026-05-25,Credit,Utilities,8647.71,Credit Card,Other,Success
T013563,A02474,2024-10-19,Credit,Healthcare,24401.82,Debit Card,Fuel,Success
T013564,A04578,2025-11-20,Credit,Education,64851.04,Debit Card,Grocery,Success
T013565,A01524,2025-07-01,Credit,Other,5266.1,Debit Card,Healthcare,Success
T013566,A04020,2025-02-25,Credit,Travel,69285.91,UPI,Education,Pending
T013567,A00433,2026-03-29,Credit,Groceries,37350.63,Credit Card,Other,Success
T013568,A02439,2026-03-13,Debit,Utilities,21915.18,Credit Card,Other,Pending
T013569,A00216,2025-06-12,Debit,Utilities,41104.99,UPI,Travel,Success
T013570,A02381,2026-02-12,Credit,Bills,2928.75,Debit Card,Travel,Success
T013571,A00104,2025-05-25,Credit,Other,76405.68,ATM,Travel,Failed
T013572,A00416,2024-09-24,Debit,Groceries,11918.04,ATM,Retail,Success
T013573,A04639,2026-02-10,Debit,Other,13520.62,Credit Card,Online,Success
T013574,A00092,2025-10-28,Debit,Shopping,67168.68,UPI,Other,Success
T013575,A01688,2025-09-16,Credit,Travel,84373.96,Debit Card,Travel,Success
T013576,A04531,2025-11-06,Debit,Other,27322.91,ATM,Utility,Success
T013577,A04045,2026-07-25,Debit,Food,83889.33,Debit Card,Education,Failed
T013578,A03818,2026-06-05,Credit,Bills,48146.51,Net Banking,Online,Success
T013579,A02439,2026-02-14,Debit,Entertainment,51599.69,ATM,Education,Success
T013580,A04531,2026-01-05,Credit,Shopping,22169.96,ATM,Utility,Success
T013581,A02155,2025-04-16,Debit,Bills,27649.88,UPI,Healthcare,Success
T013582,A01701,2025-01-20,Debit,Travel,30194.63,Debit Card,Utility,Success
T013583,A04897,2025-03-29,Debit,Food,90362.32,Net Banking,Fuel,Success
T013584,A03714,2025-07-06,Credit,Entertainment,89193.34,Credit Card,Education,Success
T013585,A01426,2025-06-10,Credit,Travel,98811.17,Credit Card,Grocery,Success
T013586,A03670,2025-07-19,Debit,Utilities,81576.45,UPI,Other,Success
T013587,A02623,2026-04-20,Credit,Other,3103.68,Debit Card,Healthcare,Success
T013588,A03257,2025-12-21,Debit,Food,73551.29,Credit Card,Restaurant,Success
T013589,A00973,2026-01-14,Debit,Groceries,87455.72,ATM,Grocery,Failed
T013590,A03564,2025-06-28,Credit,Education,21596.08,Credit Card,Restaurant,Success
T013591,A04571,2025-11-09,Credit,Other,74520.58,Net Banking,Fuel,Success
T013592,A03157,2025-02-26,Credit,Healthcare,73295.23,Debit Card,Online,Success
T013593,A01849,2025-08-11,Debit,Education,25210.09,Debit Card,Grocery,Success
T013594,A01983,2024-09-16,Debit,Entertainment,35277.73,Net Banking,Retail,Success
T013595,A01958,2025-02-08,Debit,Utilities,47753.63,Net Banking,Travel,Success
T013596,A01274,2024-12-09,Credit,Food,37046.34,Net Banking,Retail,Failed
T013597,A00527,2025-10-15,Credit,Bills,38556.4,Net Banking,Travel,Success
T013598,A04097,2025-08-13,Credit,Shopping,83538.48,Debit Card,Fuel,Success
T013599,A04549,2025-11-02,Credit,Groceries,80644.36,UPI,Healthcare,Success
T013600,A04576,2025-10-25,Credit,Shopping,14963.76,Net Banking,Online,Pending
T013601,A00108,2024-10-21,Debit,Groceries,57465.2,UPI,Fuel,Pending
T013602,A02103,2026-02-26,Credit,Education,22031.03,UPI,Online,Success
T013603,A02337,2025-02-21,Debit,Utilities,2897.04,Debit Card,Online,Pending
T013604,A04627,2026-05-21,Credit,Utilities,49872.89,UPI,Travel,Success
T013605,A02580,2025-12-08,Credit,Entertainment,13060.05,Net Banking,Utility,Success
T013606,A00105,2025-10-10,Credit,Shopping,54708.97,Net Banking,Healthcare,Success
T013607,A04421,2024-10-06,Debit,Groceries,80099.34,Net Banking,Restaurant,Success
T013608,A04455,2025-08-18,Credit,Healthcare,24068.4,Net Banking,Restaurant,Success
T013609,A03777,2024-12-14,Credit,Entertainment,93522.53,ATM,Healthcare,Success
T013610,A00983,2026-04-17,Debit,Entertainment,75423.61,Debit Card,Restaurant,Success
T013611,A03300,2025-09-03,Debit,Travel,60346.76,UPI,Restaurant,Success
T013612,A00711,2026-09-05,Credit,Food,17957.84,UPI,Utility,Success
T013613,A02156,2026-03-27,Credit,Education,24093.35,ATM,Healthcare,Success
T013614,A01850,2026-07-07,Debit,Entertainment,61115.19,Debit Card,Grocery,Success
T013615,A02396,2025-03-30,Debit,Entertainment,28447.08,ATM,Healthcare,Success
T013616,A00578,2026-01-12,Credit,Groceries,28760.66,Credit Card,Healthcare,Success
T013617,A02616,2026-07-21,Credit,Food,44249.46,Net Banking,Utility,Success
T013618,A01168,2025-09-28,Debit,Groceries,7242.27,Net Banking,Retail,Success
T013619,A02379,2026-04-04,Credit,Bills,45809.71,UPI,Retail,Success
T013620,A03633,2024-12-08,Credit,Utilities,7776.0,Net Banking,Travel,Success
T013621,A00296,2024-12-03,Debit,Education,76163.36,Credit Card,Fuel,Success
T013622,A02929,2026-05-08,Credit,Groceries,56899.84,Net Banking,Restaurant,Success
T013623,A03862,2026-07-20,Credit,Travel,13458.51,Net Banking,Grocery,Success
T013624,A04723,2026-09-10,Debit,Entertainment,91807.47,Credit Card,Healthcare,Success
T013625,A03147,2026-05-07,Debit,Utilities,79976.51,UPI,Online,Success
T013626,A00192,2025-07-24,Credit,Food,86313.69,Net Banking,Other,Success
T013627,A00449,2025-01-13,Debit,Entertainment,46671.43,Debit Card,Grocery,Success
T013628,A03093,2025-02-12,Debit,Other,2831.94,UPI,Retail,Success
T013629,A02482,2025-06-02,Credit,Education,56150.26,ATM,Retail,Success
T013630,A03689,2025-01-23,Credit,Shopping,74991.69,Net Banking,Travel,Success
T013631,A04295,2025-05-14,Credit,Travel,40631.03,Credit Card,Retail,Success
T013632,A02727,2026-03-09,Debit,Food,51866.5,Debit Card,Utility,Success
T013633,A04492,2025-08-07,Debit,Bills,25262.52,Net Banking,Fuel,Success
T013634,A04587,2026-04-17,Debit,Bills,67338.57,Net Banking,Online,Success
T013635,A03170,2025-10-20,Credit,Education,66780.36,Net Banking,Other,Success
T013636,A00210,2025-09-05,Debit,Utilities,34482.08,Debit Card,Travel,Success
T013637,A01551,2026-04-04,Credit,Food,62993.67,UPI,Retail,Success
T013638,A02188,2026-02-07,Debit,Healthcare,7247.73,Net Banking,Retail,Success
T013639,A00055,2026-09-11,Debit,Utilities,76533.89,Net Banking,Utility,Success
T013640,A02784,2024-12-21,Debit,Utilities,93982.68,Net Banking,Other,Success
T013641,A04398,2026-04-09,Debit,Bills,83571.21,Net Banking,Grocery,Success
T013642,A01917,2026-03-14,Debit,Bills,71185.48,Debit Card,Fuel,Success
T013643,A04471,2026-09-08,Debit,Education,44348.54,Credit Card,Utility,Success
T013644,A00527,2026-06-10,Debit,Bills,20920.53,Credit Card,Education,Failed
T013645,A03592,2026-08-17,Credit,Entertainment,46079.57,ATM,Fuel,Success
T013646,A04735,2026-04-18,Credit,Food,3976.42,Net Banking,Utility,Success
T013647,A04199,2025-10-31,Debit,Shopping,78606.86,UPI,Travel,Success
T013648,A03953,2025-04-07,Debit,Food,31870.99,Debit Card,Utility,Success
T013649,A03982,2026-02-27,Credit,Other,14966.32,Credit Card,Fuel,Success
T013650,A03159,2024-09-17,Credit,Other,20196.08,Credit Card,Restaurant,Success
T013651,A02604,2025-06-28,Credit,Groceries,51270.63,UPI,Restaurant,Success
T013652,A03071,2025-07-11,Credit,Entertainment,95316.4,Debit Card,Utility,Success
T013653,A02157,2025-11-21,Debit,Shopping,97555.21,Credit Card,Grocery,Success
T013654,A04112,2026-06-21,Debit,Entertainment,40762.7,UPI,Restaurant,Success
T013655,A02177,2026-08-23,Debit,Utilities,4647.78,ATM,Online,Success
T013656,A03768,2025-03-15,Credit,Shopping,2253.31,Net Banking,Other,Success
T013657,A03473,2026-07-29,Credit,Food,81282.07,ATM,Online,Success
T013658,A01527,2025-03-29,Credit,Education,56503.97,Net Banking,Retail,Success
T013659,A04058,2024-11-03,Debit,Entertainment,99033.95,Debit Card,Healthcare,Success
T013660,A01941,2025-06-24,Debit,Shopping,9518.0,ATM,Fuel,Success
T013661,A01227,2026-05-31,Credit,Bills,2821.96,ATM,Online,Success
T013662,A01155,2025-10-21,Credit,Education,6496.86,Net Banking,Travel,Success
T013663,A01797,2026-05-14,Credit,Utilities,97571.94,Net Banking,Utility,Success
T013664,A03184,2026-04-04,Debit,Other,35553.32,UPI,Other,Success
T013665,A04430,2025-11-28,Debit,Bills,35695.52,ATM,Healthcare,Success
T013666,A03315,2026-05-21,Debit,Bills,54233.46,ATM,Other,Failed
T013667,A04680,2025-04-06,Debit,Other,98985.14,Credit Card,Retail,Success
T013668,A01343,2024-12-26,Credit,Other,16233.91,Credit Card,Healthcare,Failed
T013669,A00429,2026-03-23,Debit,Travel,43695.04,Credit Card,Education,Success
T013670,A02683,2026-07-26,Credit,Healthcare,46116.66,Credit Card,Fuel,Success
T013671,A02725,2024-10-09,Credit,Utilities,14292.08,UPI,Restaurant,Success
T013672,A03361,2025-12-21,Debit,Shopping,47385.22,Debit Card,Utility,Success
T013673,A02569,2025-03-20,Credit,Other,14623.76,Debit Card,Grocery,Success
T013674,A00312,2026-03-08,Debit,Healthcare,91057.25,Credit Card,Travel,Success
T013675,A01544,2026-08-19,Debit,Shopping,40576.57,UPI,Grocery,Success
T013676,A00690,2026-01-29,Debit,Travel,97622.81,Debit Card,Utility,Success
T013677,A01410,2025-07-21,Debit,Bills,81941.93,Net Banking,Travel,Success
T013678,A01658,2026-07-13,Debit,Food,24270.12,Debit Card,Restaurant,Success
T013679,A01079,2026-06-13,Debit,Entertainment,64432.98,Credit Card,Travel,Success
T013680,A04160,2025-11-18,Debit,Groceries,86505.79,Debit Card,Education,Success
T013681,A02283,2025-05-08,Debit,Entertainment,92041.08,Credit Card,Education,Success
T013682,A02921,2024-10-16,Debit,Entertainment,10639.7,Debit Card,Education,Success
T013683,A04533,2026-06-07,Credit,Education,93462.96,Debit Card,Restaurant,Success
T013684,A04313,2026-02-13,Credit,Other,55904.69,Credit Card,Fuel,Success
T013685,A00961,2025-12-15,Debit,Shopping,32309.39,ATM,Retail,Success
T013686,A04182,2025-10-12,Debit,Entertainment,29855.6,UPI,Restaurant,Success
T013687,A04620,2025-02-09,Credit,Shopping,21200.71,UPI,Utility,Success
T013688,A00548,2025-01-21,Debit,Shopping,42960.24,Credit Card,Travel,Success
T013689,A00409,2025-12-24,Credit,Food,70737.91,Credit Card,Utility,Success
T013690,A01197,2025-08-09,Credit,Healthcare,35724.14,Debit Card,Healthcare,Success
T013691,A03595,2025-02-01,Credit,Utilities,73727.92,Credit Card,Education,Success
T013692,A01463,2026-07-04,Debit,Travel,49824.33,Debit Card,Other,Success
T013693,A01409,2025-09-06,Credit,Utilities,18658.67,UPI,Other,Success
T013694,A03397,2026-02-12,Debit,Shopping,30570.1,UPI,Healthcare,Success
T013695,A03125,2026-07-23,Debit,Entertainment,55980.67,UPI,Travel,Success
T013696,A04854,2025-08-15,Debit,Healthcare,984.92,Credit Card,Online,Success
T013697,A04554,2026-05-01,Debit,Education,38902.08,Debit Card,Healthcare,Success
T013698,A01650,2026-04-07,Credit,Travel,80552.58,ATM,Grocery,Success
T013699,A00427,2025-05-23,Credit,Travel,46286.86,ATM,Education,Success
T013700,A04877,2025-11-23,Credit,Utilities,71443.86,UPI,Online,Success
T013701,A01237,2026-07-02,Credit,Travel,65306.26,UPI,Healthcare,Success
T013702,A03514,2025-10-24,Credit,Utilities,46184.0,ATM,Healthcare,Success
T013703,A03644,2025-03-09,Debit,Healthcare,75445.51,Net Banking,Grocery,Success
T013704,A04274,2026-02-14,Credit,Utilities,76655.17,UPI,Fuel,Success
T013705,A02038,2026-06-17,Credit,Groceries,56092.71,UPI,Online,Success
T013706,A00274,2026-08-24,Credit,Travel,3442.02,ATM,Retail,Success
T013707,A04923,2025-11-12,Credit,Food,84408.9,Debit Card,Fuel,Success
T013708,A03380,2025-07-31,Credit,Groceries,69816.96,Debit Card,Online,Success
T013709,A03103,2025-03-14,Credit,Healthcare,89156.14,Debit Card,Retail,Success
T013710,A03200,2026-01-12,Debit,Food,34175.0,Net Banking,Healthcare,Success
T013711,A03890,2026-04-30,Credit,Bills,24785.72,Net Banking,Online,Success
T013712,A03007,2025-10-18,Credit,Healthcare,64875.12,Debit Card,Other,Success
T013713,A04018,2026-09-07,Debit,Groceries,80508.01,ATM,Travel,Failed
T013714,A02631,2025-07-07,Debit,Utilities,39897.54,ATM,Restaurant,Success
T013715,A03235,2025-02-25,Debit,Travel,23160.76,Net Banking,Other,Success
T013716,A00418,2026-06-27,Debit,Travel,32045.69,Net Banking,Utility,Success
T013717,A00363,2026-09-11,Debit,Other,20762.19,Net Banking,Other,Success
T013718,A03181,2024-12-05,Credit,Bills,94365.39,Credit Card,Other,Success
T013719,A01824,2025-11-08,Credit,Shopping,13008.0,Debit Card,Online,Success
T013720,A03851,2026-09-11,Credit,Bills,38386.69,ATM,Education,Success
T013721,A02840,2026-04-30,Debit,Travel,49513.01,Credit Card,Healthcare,Success
T013722,A00408,2026-05-30,Credit,Food,15473.92,Credit Card,Restaurant,Success
T013723,A02630,2025-04-13,Credit,Education,53547.21,ATM,Grocery,Success
T013724,A02121,2025-12-11,Debit,Travel,71525.49,ATM,Healthcare,Success
T013725,A03045,2025-01-29,Debit,Healthcare,80764.0,UPI,Healthcare,Success
T013726,A01915,2024-09-25,Debit,Shopping,4527.12,UPI,Education,Success
T013727,A01882,2026-08-18,Credit,Bills,1071.52,Debit Card,Fuel,Success
T013728,A03839,2026-06-11,Credit,Utilities,91307.96,Credit Card,Utility,Success
T013729,A02954,2025-08-29,Debit,Utilities,41859.36,Debit Card,Restaurant,Success
T013730,A02014,2026-06-08,Credit,Shopping,82520.73,UPI,Retail,Success
T013731,A01269,2026-01-25,Debit,Bills,39629.63,Net Banking,Grocery,Success
T013732,A01138,2025-04-08,Debit,Other,8950.24,Debit Card,Travel,Success
T013733,A03109,2025-10-10,Credit,Groceries,53092.43,Debit Card,Fuel,Success
T013734,A03856,2026-08-18,Debit,Education,84856.72,Debit Card,Other,Pending
