account_id,customer_id,branch_id,account_type,opening_date,balance,account_status
A01069,C01069,B014,Savings,2021-10-10,295414.78,Active
A01070,C01070,B008,Salary,2025-11-30,77845.48,Active
A01071,C01071,B016,Current,2021-12-28,430855.13,Active
A01072,C01072,B015,Current,2024-08-26,94229.88,Active
A01073,C01073,B006,Current,2022-01-27,243661.94,Active
A01074,C01074,B025,Savings,2025-12-01,418778.72,Active
A01075,C01075,B021,Business,2022-12-12,215833.55,Active
A01076,C01076,B016,Savings,2025-08-15,214352.52,Active
A01077,C01077,B025,Salary,2026-06-15,83019.24,Active
A01078,C01078,B004,Salary,2023-08-09,137761.41,Inactive
A01079,C01079,B019,Current,2025-03-17,21029.06,Active
A01080,C01080,B004,Business,2024-09-30,477900.19,Active
A01081,C01081,B007,Current,2023-12-30,97654.32,Active
A01082,C01082,B024,Business,2022-06-17,497476.39,Active
A01083,C01083,B004,Salary,2024-02-26,96270.44,Inactive
A01084,C01084,B009,Business,2026-05-14,415268.5,Active
A01085,C01085,B014,Savings,2024-11-01,434834.01,Inactive
A01086,C01086,B015,Savings,2021-12-26,461187.62,Active
A01087,C01087,B013,Current,2023-04-29,225595.87,Active
A01088,C01088,B029,Salary,2021-09-21,344199.19,Active
A01089,C01089,B010,Current,2026-02-12,108295.89,Inactive
A01090,C01090,B027,Business,2025-02-17,95852.21,Active
A01091,C01091,B013,Current,2021-11-14,427141.71,Inactive
A01092,C01092,B006,Salary,2026-08-23,392347.27,Inactive
A01093,C01093,B008,Savings,2024-03-31,272265.96,Active
A01094,C01094,B024,Business,2023-12-07,379334.88,Active
A01095,C01095,B009,Savings,2024-01-07,82355.51,Active
A01096,C01096,B020,Salary,2025-10-03,58819.23,Active
A01097,C01097,B024,Current,2024-09-06,67974.18,Active
A01098,C01098,B025,Business,2021-12-15,94190.27,Active
A01099,C01099,B006,Savings,2025-03-30,412012.0,Active
A01100,C01100,B012,Savings,2026-03-13,152740.24,Inactive
A01101,C01101,B002,Current,2025-04-19,416070.36,Inactive
A01102,C01102,B015,Business,2021-12-08,324711.42,Active
A01103,C01103,B015,Current,2021-12-07,278717.56,Active
A01104,C01104,B012,Current,2024-03-02,296115.49,Active
A01105,C01105,B020,Salary,2023-10-19,16580.49,Active
A01106,C01106,B017,Business,2024-12-08,154169.55,Active
A01107,C01107,B014,Business,2024-10-24,496890.07,Inactive
A01108,C01108,B028,Savings,2026-08-10,88974.85,Active
A01109,C01109,B022,Savings,2025-11-24,284697.15,Active
A01110,C01110,B020,Savings,2022-12-05,87122.46,Active
A01111,C01111,B029,Salary,2022-01-26,389431.61,Active
A01112,C01112,B029,Current,2025-12-24,311749.78,Active
A01113,C01113,B009,Savings,2023-05-14,294466.88,Active
A01114,C01114,B029,Current,2024-09-15,177505.47,Active
A01115,C01115,B008,Current,2023-03-25,90790.01,Active
A01116,C01116,B008,Salary,2025-08-12,38281.65,Active
A01117,C01117,B026,Salary,2024-09-19,453404.76,Active
A01118,C01118,B012,Savings,2025-03-29,61193.44,Active
A01119,C01119,B011,Salary,2021-10-28,167637.59,Active
A01120,C01120,B008,Business,2023-08-19,292543.16,Active
A01121,C01121,B023,Current,2023-12-06,313771.91,Active
A01122,C01122,B007,Current,2023-08-22,150798.91,Active
A01123,C01123,B013,Current,2024-09-10,298087.27,Active
A01124,C01124,B001,Savings,2022-02-12,176675.71,Active
A01125,C01125,B004,Current,2024-01-04,416668.38,Active
A01126,C01126,B025,Salary,2022-05-15,49780.6,Active
A01127,C01127,B015,Salary,2022-07-31,376921.64,Inactive
A01128,C01128,B011,Current,2024-11-26,475932.53,Active
A01129,C01129,B005,Current,2025-04-29,483655.52,Inactive
A01130,C01130,B007,Savings,2023-03-13,243155.45,Active
A01131,C01131,B019,Salary,2023-03-11,142538.32,Active
A01132,C01132,B030,Savings,2022-05-16,195045.74,Active
A01133,C01133,B021,Savings,2026-02-24,285346.82,Inactive
A01134,C01134,B011,Savings,2024-09-10,295048.64,Active
A01135,C01135,B013,Business,2023-01-06,42626.7,Active
A01136,C01136,B004,Business,2023-04-08,189326.63,Inactive
A01137,C01137,B005,Business,2024-05-27,428210.6,Active
A01138,C01138,B016,Salary,2026-06-22,79816.66,Inactive
A01139,C01139,B009,Business,2022-08-21,55928.38,Active
A01140,C01140,B023,Savings,2024-09-02,445726.34,Inactive
A01141,C01141,B004,Business,2025-02-21,405282.52,Active
A01142,C01142,B001,Savings,2026-04-25,287685.54,Active
A01143,C01143,B022,Salary,2025-12-30,161125.5,Active
A01144,C01144,B009,Savings,2025-02-01,99570.67,Active
A01145,C01145,B003,Salary,2025-01-08,347086.2,Active
A01146,C01146,B012,Savings,2024-06-19,162308.55,Active
A01147,C01147,B007,Current,2023-09-29,54681.92,Active
A01148,C01148,B010,Current,2026-02-04,334764.24,Active
A01149,C01149,B017,Business,2024-09-05,245131.66,Inactive
A01150,C01150,B021,Current,2025-08-31,134159.52,Active
A01151,C01151,B012,Salary,2025-08-14,430684.92,Active
A01152,C01152,B003,Current,2023-11-15,355557.01,Active
A01153,C01153,B021,Salary,2023-04-22,351703.93,Active
A01154,C01154,B019,Current,2024-12-29,369297.12,Active
A01155,C01155,B010,Business,2025-07-14,248855.89,Inactive
A01156,C01156,B016,Business,2024-01-21,415609.83,Active
A01157,C01157,B007,Current,2024-11-16,379989.08,Inactive
A01158,C01158,B012,Savings,2022-06-05,182194.38,Active
A01159,C01159,B006,Salary,2024-01-13,236298.62,Active
A01160,C01160,B014,Salary,2025-05-03,33378.38,Active
A01161,C01161,B021,Salary,2022-06-01,368944.24,Active
A01162,C01162,B027,Current,2024-01-05,486466.96,Active
A01163,C01163,B023,Business,2023-08-21,356747.72,Inactive
A01164,C01164,B005,Business,2025-09-22,395325.37,Active
A01165,C01165,B024,Salary,2024-03-10,201959.8,Active
A01166,C01166,B022,Current,2024-07-15,184394.24,Active
A01167,C01167,B028,Salary,2023-08-15,369871.34,Active
A01168,C01168,B026,Business,2024-09-20,88542.64,Active
A01169,C01169,B006,Current,2025-04-20,435440.31,Active
A01170,C01170,B025,Savings,2023-02-10,268975.4,Active
A01171,C01171,B024,Business,2022-06-12,88161.31,Active
A01172,C01172,B015,Current,2022-09-06,278472.96,Active
A01173,C01173,B019,Salary,2022-02-25,441001.88,Active
A01174,C01174,B003,Current,2022-07-23,397494.87,Active
A01175,C01175,B030,Salary,2022-11-05,48158.81,Active
A01176,C01176,B020,Savings,2024-09-11,395090.2,Inactive
A01177,C01177,B013,Current,2022-05-19,416580.26,Inactive
A01178,C01178,B002,Current,2025-09-20,207905.12,Active
A01179,C01179,B009,Salary,2025-01-04,414875.46,Active
A01180,C01180,B019,Salary,2026-04-29,218002.74,Active
A01181,C01181,B003,Business,2025-05-01,418797.17,Active
A01182,C01182,B001,Current,2023-06-08,309189.0,Active
A01183,C01183,B024,Savings,2026-01-21,289585.81,Active
A01184,C01184,B012,Current,2023-12-01,271677.94,Active
A01185,C01185,B005,Current,2025-06-24,152449.92,Inactive
A01186,C01186,B003,Savings,2025-10-25,475070.67,Active
A01187,C01187,B013,Savings,2026-06-28,348939.78,Inactive
A01188,C01188,B001,Current,2024-01-28,233394.78,Active
A01189,C01189,B011,Business,2023-11-29,144088.37,Active
A01190,C01190,B030,Business,2023-05-05,416321.96,Active
A01191,C01191,B016,Business,2024-11-01,435802.65,Inactive
A01192,C01192,B010,Current,2023-05-28,355812.21,Active
A01193,C01193,B001,Savings,2026-02-26,288359.24,Active
A01194,C01194,B015,Current,2022-02-18,103943.17,Inactive
A01195,C01195,B003,Business,2022-04-17,413950.37,Active
A01196,C01196,B028,Current,2022-04-01,338281.85,Active
A01197,C01197,B028,Current,2022-04-20,394317.85,Active
A01198,C01198,B001,Salary,2022-02-22,145141.57,Active
A01199,C01199,B014,Salary,2026-03-30,72922.36,Active
A01200,C01200,B023,Savings,2023-07-07,197599.26,Active
A01201,C01201,B029,Salary,2022-08-06,62570.58,Active
A01202,C01202,B015,Current,2024-12-12,234641.4,Inactive
A01203,C01203,B017,Salary,2022-03-09,240921.35,Inactive
A01204,C01204,B029,Savings,2025-03-01,213884.97,Active
A01205,C01205,B026,Salary,2024-07-29,304180.56,Active
A01206,C01206,B020,Savings,2023-03-08,410300.78,Inactive
A01207,C01207,B026,Savings,2026-01-22,239323.83,Active
A01208,C01208,B004,Business,2026-07-10,14787.55,Active
A01209,C01209,B027,Business,2022-11-29,311762.67,Active
A01210,C01210,B006,Salary,2022-03-22,350179.94,Active
A01211,C01211,B029,Current,2026-08-15,147080.41,Active
A01212,C01212,B015,Salary,2024-03-12,136971.31,Active
A01213,C01213,B003,Business,2024-08-06,88268.04,Active
A01214,C01214,B012,Business,2024-07-16,391547.87,Active
A01215,C01215,B017,Business,2022-09-11,288436.75,Inactive
A01216,C01216,B019,Savings,2024-04-04,86926.36,Active
A01217,C01217,B025,Salary,2026-09-11,373951.85,Inactive
A01218,C01218,B027,Current,2026-02-03,211920.7,Active
A01219,C01219,B009,Business,2025-02-12,90613.52,Inactive
A01220,C01220,B024,Salary,2022-07-10,36293.54,Active
A01221,C01221,B001,Salary,2022-05-19,117432.58,Active
A01222,C01222,B021,Salary,2022-05-23,243445.85,Active
A01223,C01223,B006,Savings,2022-12-17,198453.34,Active
A01224,C01224,B008,Salary,2025-08-29,391213.79,Active
A01225,C01225,B027,Savings,2023-02-21,292867.77,Active
A01226,C01226,B016,Savings,2025-09-11,134615.87,Inactive
A01227,C01227,B002,Salary,2026-06-20,246920.73,Inactive
A01228,C01228,B024,Savings,2025-12-13,150332.01,Inactive
A01229,C01229,B017,Salary,2024-08-29,141524.65,Inactive
A01230,C01230,B002,Business,2023-09-20,365232.02,Active
A01231,C01231,B018,Business,2023-06-16,422404.47,Active
A01232,C01232,B029,Business,2022-09-15,131921.57,Inactive
A01233,C01233,B028,Business,2024-08-21,70029.93,Inactive
A01234,C01234,B025,Current,2022-05-26,205045.42,Active
A01235,C01235,B012,Salary,2024-02-06,441722.68,Active
A01236,C01236,B017,Salary,2023-12-02,409155.83,Active
A01237,C01237,B002,Current,2024-06-19,229141.68,Active
A01238,C01238,B019,Savings,2026-07-30,10491.02,Active
A01239,C01239,B011,Savings,2022-06-27,350264.63,Inactive
A01240,C01240,B001,Salary,2025-08-11,488265.03,Active
A01241,C01241,B014,Business,2023-07-20,21466.77,Active
A01242,C01242,B008,Current,2025-04-21,224882.48,Inactive
A01243,C01243,B019,Current,2026-07-17,109580.64,Inactive
A01244,C01244,B016,Business,2025-08-18,334606.59,Active
A01245,C01245,B027,Business,2025-01-24,238146.59,Active
A01246,C01246,B018,Current,2024-05-10,95603.01,Active
A01247,C01247,B014,Business,2023-06-09,444487.02,Inactive
A01248,C01248,B030,Salary,2024-07-19,389170.25,Active
A01249,C01249,B025,Business,2023-06-27,256502.2,Inactive
A01250,C01250,B011,Current,2024-06-11,253678.77,Active
A01251,C01251,B022,Savings,2022-10-22,196669.36,Active
A01252,C01252,B019,Business,2025-05-15,106153.41,Active
A01253,C01253,B023,Business,2023-12-26,493768.65,Active
A01254,C01254,B024,Salary,2026-03-29,400415.88,Active
A01255,C01255,B028,Savings,2022-05-05,422702.04,Active
A01256,C01256,B019,Current,2023-01-05,73804.46,Active
A01257,C01257,B023,Business,2024-03-24,34047.94,Inactive
A01258,C01258,B025,Savings,2022-11-02,274807.2,Inactive
A01259,C01259,B022,Business,2023-09-01,19721.08,Inactive
A01260,C01260,B007,Current,2025-11-05,420273.27,Active
A01261,C01261,B013,Current,2026-02-03,291050.81,Active
A01262,C01262,B016,Current,2024-07-15,472035.16,Active
A01263,C01263,B025,Savings,2022-01-19,338087.43,Active
A01264,C01264,B016,Savings,2021-09-29,283116.88,Inactive
A01265,C01265,B023,Salary,2022-07-11,483058.87,Active
A01266,C01266,B025,Current,2024-04-30,234507.02,Inactive
A01267,C01267,B024,Savings,2022-07-31,269277.26,Active
A01268,C01268,B020,Salary,2024-04-11,89949.76,Active
A01269,C01269,B006,Savings,2023-03-28,107092.18,Active
A01270,C01270,B029,Savings,2021-09-29,338913.05,Active
A01271,C01271,B011,Salary,2022-12-03,345108.5,Active
A01272,C01272,B004,Salary,2023-02-01,182602.3,Inactive
A01273,C01273,B015,Savings,2026-02-14,496972.53,Active
A01274,C01274,B003,Salary,2023-06-02,410665.38,Inactive
A01275,C01275,B007,Savings,2024-07-22,187092.89,Active
A01276,C01276,B009,Current,2023-06-21,282898.54,Active
A01277,C01277,B022,Current,2025-07-14,406802.92,Active
A01278,C01278,B026,Savings,2026-09-08,235624.66,Active
A01279,C01279,B014,Business,2024-03-15,253488.98,Active
A01280,C01280,B013,Business,2021-10-19,477154.84,Active
A01281,C01281,B022,Current,2021-11-16,340511.41,Active
A01282,C01282,B029,Savings,2024-01-27,55963.29,Active
A01283,C01283,B029,Current,2025-10-28,451119.99,Active
A01284,C01284,B011,Savings,2022-11-06,103858.01,Inactive
A01285,C01285,B025,Savings,2024-03-07,61646.63,Active
A01286,C01286,B030,Current,2023-02-11,209071.81,Active
A01287,C01287,B002,Business,2022-03-22,440518.57,Active
A01288,C01288,B001,Savings,2026-04-12,261202.79,Active
A01289,C01289,B015,Current,2025-12-05,204045.03,Active
A01290,C01290,B020,Business,2026-07-16,277382.55,Active
A01291,C01291,B027,Salary,2024-03-04,422011.42,Active
A01292,C01292,B025,Savings,2022-01-17,331954.12,Active
A01293,C01293,B015,Current,2022-03-27,260588.37,Active
A01294,C01294,B019,Current,2023-05-14,322585.04,Inactive
A01295,C01295,B021,Salary,2026-01-21,48964.57,Inactive
A01296,C01296,B018,Savings,2022-03-06,214376.26,Active
A01297,C01297,B024,Business,2024-04-30,429996.88,Active
A01298,C01298,B026,Business,2025-10-03,206041.53,Active
A01299,C01299,B001,Savings,2024-11-09,267539.97,Active
A01300,C01300,B008,Savings,2024-11-19,230863.29,Active
A01301,C01301,B030,Business,2023-05-20,101336.08,Active
A01302,C01302,B009,Salary,2024-02-25,113079.31,Inactive
A01303,C01303,B021,Current,2024-04-07,322752.89,Active
A01304,C01304,B017,Business,2022-11-21,450495.18,Active
A01305,C01305,B006,Savings,2026-02-10,369213.43,Active
A01306,C01306,B026,Current,2023-02-01,152637.01,Active
A01307,C01307,B007,Business,2022-07-27,300352.02,Active
A01308,C01308,B030,Current,2025-07-02,478628.09,Inactive
A01309,C01309,B012,Current,2026-03-12,9432.69,Active
A01310,C01310,B019,Business,2026-08-06,205509.18,Active
A01311,C01311,B008,Business,2024-10-24,326267.47,Inactive
A01312,C01312,B001,Current,2025-12-26,459553.95,Active
A01313,C01313,B008,Business,2026-06-13,162531.31,Active
A01314,C01314,B002,Salary,2024-10-12,180655.61,Inactive
A01315,C01315,B009,Savings,2023-07-18,351456.6,Inactive
A01316,C01316,B026,Salary,2026-07-03,390547.81,Active
A01317,C01317,B022,Savings,2022-02-10,485594.16,Inactive
A01318,C01318,B027,Salary,2025-06-11,420998.07,Active
A01319,C01319,B004,Salary,2026-01-31,437767.76,Inactive
A01320,C01320,B016,Current,2022-10-02,261296.53,Active
A01321,C01321,B023,Business,2023-04-04,208501.37,Active
A01322,C01322,B005,Current,2025-09-04,216804.33,Inactive
A01323,C01323,B013,Business,2023-04-26,304137.91,Inactive
A01324,C01324,B010,Savings,2021-11-18,69027.14,Active
A01325,C01325,B019,Business,2024-07-20,484056.36,Active
A01326,C01326,B005,Savings,2023-10-29,475901.35,Active
A01327,C01327,B020,Business,2026-08-10,96336.85,Inactive
A01328,C01328,B019,Current,2024-02-04,10484.42,Inactive
A01329,C01329,B013,Savings,2022-07-20,483416.7,Inactive
A01330,C01330,B006,Current,2023-12-14,446807.46,Inactive
A01331,C01331,B020,Current,2023-01-29,296053.91,Active
A01332,C01332,B007,Salary,2026-07-14,376990.34,Inactive
A01333,C01333,B028,Business,2025-05-02,280209.06,Inactive
A01334,C01334,B023,Business,2021-11-01,228215.21,Active
A01335,C01335,B012,Business,2025-12-02,11116.87,Active
A01336,C01336,B008,Salary,2024-11-12,264969.97,Active
A01337,C01337,B017,Salary,2024-06-10,448130.34,Active
A01338,C01338,B004,Salary,2024-02-22,104070.32,Active
A01339,C01339,B025,Savings,2021-11-04,81605.16,Active
A01340,C01340,B013,Savings,2025-02-14,19518.83,Active
A01341,C01341,B010,Salary,2023-06-10,29586.82,Inactive
A01342,C01342,B030,Business,2024-09-01,77663.08,Active
A01343,C01343,B026,Salary,2026-07-12,371889.66,Active
A01344,C01344,B028,Savings,2023-04-06,436004.02,Active
A01345,C01345,B007,Salary,2023-05-16,63513.34,Active
A01346,C01346,B017,Business,2021-10-25,164091.6,Inactive
A01347,C01347,B005,Savings,2023-04-21,297761.18,Inactive
A01348,C01348,B021,Salary,2025-03-06,417247.51,Inactive
A01349,C01349,B010,Current,2025-02-27,372430.0,Active
A01350,C01350,B010,Savings,2025-11-05,168105.73,Active
A01351,C01351,B002,Current,2022-06-07,120598.46,Active
A01352,C01352,B001,Business,2021-12-17,496696.46,Inactive
A01353,C01353,B020,Savings,2024-08-27,313080.7,Active
A01354,C01354,B018,Business,2024-05-25,66925.67,Active
A01355,C01355,B021,Salary,2026-04-15,204137.63,Active
A01356,C01356,B029,Savings,2025-12-04,47161.66,Active
A01357,C01357,B008,Savings,2026-05-07,227042.1,Inactive
A01358,C01358,B014,Savings,2024-12-03,468541.41,Inactive
A01359,C01359,B019,Salary,2022-11-26,489194.52,Active
A01360,C01360,B025,Salary,2024-04-19,425539.18,Active
A01361,C01361,B010,Current,2024-07-21,398724.33,Active
A01362,C01362,B016,Salary,2023-01-26,64655.41,Active
A01363,C01363,B011,Current,2021-11-17,482360.75,Active
A01364,C01364,B016,Salary,2022-07-08,425958.01,Active
A01365,C01365,B001,Savings,2024-02-04,250619.32,Inactive
A01366,C01366,B007,Current,2022-11-17,41270.92,Active
A01367,C01367,B002,Current,2023-09-12,212426.64,Active
A01368,C01368,B002,Current,2023-01-18,349029.85,Active
A01369,C01369,B019,Current,2024-01-18,260240.02,Active
A01370,C01370,B007,Business,2023-11-30,24955.82,Active
A01371,C01371,B024,Current,2025-02-27,406130.71,Active
A01372,C01372,B009,Business,2022-07-10,146872.52,Active
A01373,C01373,B025,Salary,2026-01-25,249224.24,Active
A01374,C01374,B015,Business,2024-10-25,433670.68,Active
A01375,C01375,B011,Savings,2026-03-21,461887.47,Active
A01376,C01376,B023,Business,2024-10-17,209701.73,Active
A01377,C01377,B025,Savings,2025-04-17,394281.66,Active
A01378,C01378,B030,Salary,2025-10-13,49465.07,Active
A01379,C01379,B022,Current,2025-11-21,432619.6,Active
A01380,C01380,B003,Salary,2025-09-17,179079.25,Active
A01381,C01381,B009,Savings,2022-12-17,304484.18,Active
A01382,C01382,B018,Salary,2025-06-17,256897.32,Active
A01383,C01383,B012,Savings,2023-04-11,365815.28,Active
A01384,C01384,B011,Business,2024-08-13,133983.16,Inactive
A01385,C01385,B022,Salary,2022-05-06,128193.8,Active
A01386,C01386,B030,Business,2023-10-03,28211.05,Inactive
A01387,C01387,B027,Business,2024-02-27,6332.96,Active
A01388,C01388,B001,Current,2022-04-21,446669.06,Active
A01389,C01389,B023,Salary,2023-08-10,162871.94,Active
A01390,C01390,B004,Salary,2023-11-09,492432.46,Active
A01391,C01391,B020,Current,2025-06-02,93214.48,Active
A01392,C01392,B022,Current,2022-12-06,296340.34,Inactive
A01393,C01393,B025,Current,2023-07-04,384754.19,Active
A01394,C01394,B008,Salary,2026-07-24,458092.58,Inactive
A01395,C01395,B022,Salary,2025-04-05,316029.31,Active
A01396,C01396,B022,Business,2022-05-09,269418.21,Active
A01397,C01397,B005,Business,2024-03-17,164239.49,Active
A01398,C01398,B003,Business,2022-12-17,144829.86,Inactive
A01399,C01399,B023,Current,2026-05-28,434141.06,Active
A01400,C01400,B011,Business,2023-02-12,70414.82,Active
A01401,C01401,B030,Current,2023-05-05,304426.19,Inactive
A01402,C01402,B010,Salary,2026-07-04,425752.08,Active
A01403,C01403,B025,Business,2022-09-28,246254.09,Inactive
A01404,C01404,B002,Current,2025-11-19,25308.0,Active
A01405,C01405,B020,Savings,2021-11-06,272721.44,Active
A01406,C01406,B028,Current,2026-03-16,44036.08,Active
A01407,C01407,B022,Current,2022-08-04,406324.65,Inactive
A01408,C01408,B004,Savings,2022-06-12,170966.45,Active
A01409,C01409,B018,Salary,2022-05-09,282634.22,Active
A01410,C01410,B006,Business,2025-07-02,124279.57,Active
A01411,C01411,B004,Business,2024-10-11,21012.53,Inactive
A01412,C01412,B026,Current,2024-04-22,77636.33,Active
A01413,C01413,B008,Business,2022-11-05,340669.67,Inactive
A01414,C01414,B016,Salary,2022-10-26,184862.44,Active
A01415,C01415,B010,Business,2024-12-01,364572.7,Active
A01416,C01416,B028,Current,2023-10-19,459674.27,Active
A01417,C01417,B003,Business,2024-12-15,376603.94,Active
A01418,C01418,B013,Savings,2021-10-09,412322.76,Active
A01419,C01419,B024,Current,2022-10-09,290406.65,Inactive
A01420,C01420,B029,Business,2022-05-01,402933.72,Inactive
A01421,C01421,B005,Business,2022-01-24,94001.98,Active
A01422,C01422,B023,Business,2026-03-18,461810.3,Active
A01423,C01423,B008,Savings,2023-01-09,73244.61,Inactive
A01424,C01424,B003,Salary,2023-01-04,13139.72,Active
A01425,C01425,B016,Business,2025-06-26,7939.14,Inactive
A01426,C01426,B017,Business,2023-03-11,28967.25,Active
A01427,C01427,B013,Current,2024-06-06,25557.33,Inactive
A01428,C01428,B008,Business,2022-02-07,415471.34,Active
A01429,C01429,B002,Current,2024-03-13,366812.35,Active
A01430,C01430,B021,Business,2023-01-16,136661.04,Active
A01431,C01431,B020,Savings,2023-03-24,10419.75,Active
A01432,C01432,B019,Savings,2023-09-23,298220.77,Active
A01433,C01433,B002,Current,2023-08-08,321351.8,Active
A01434,C01434,B012,Current,2023-06-21,16536.21,Active
A01435,C01435,B011,Current,2024-02-03,345836.98,Inactive
A01436,C01436,B025,Salary,2023-01-04,286369.73,Active
A01437,C01437,B008,Savings,2023-08-09,289366.66,Active
A01438,C01438,B013,Savings,2025-12-08,29521.8,Inactive
A01439,C01439,B002,Current,2022-12-16,432204.91,Inactive
A01440,C01440,B012,Business,2024-12-21,467550.15,Active
A01441,C01441,B009,Salary,2025-08-03,490833.81,Active
A01442,C01442,B002,Salary,2024-08-04,146485.84,Active
A01443,C01443,B023,Salary,2023-02-21,463235.79,Active
A01444,C01444,B017,Savings,2022-04-07,66556.08,Active
A01445,C01445,B021,Savings,2024-05-08,360591.3,Inactive
A01446,C01446,B012,Salary,2025-11-05,267049.3,Active
A01447,C01447,B029,Salary,2026-05-08,382234.09,Inactive
A01448,C01448,B013,Current,2022-11-24,434143.13,Active
A01449,C01449,B005,Savings,2025-09-05,249195.11,Inactive
A01450,C01450,B002,Salary,2024-06-10,351208.62,Inactive
A01451,C01451,B001,Current,2023-08-20,484906.2,Inactive
A01452,C01452,B004,Business,2025-11-30,420976.45,Active
A01453,C01453,B018,Business,2023-10-21,20089.26,Active
A01454,C01454,B010,Business,2024-06-22,432527.91,Active
A01455,C01455,B025,Business,2024-10-10,451389.82,Inactive
A01456,C01456,B001,Current,2026-01-09,102386.46,Active
A01457,C01457,B012,Salary,2022-12-08,18450.7,Active
A01458,C01458,B007,Savings,2024-01-28,38586.52,Active
A01459,C01459,B022,Savings,2025-02-07,214464.42,Active
A01460,C01460,B011,Business,2026-06-04,31714.45,Inactive
A01461,C01461,B019,Savings,2022-10-17,189842.74,Active
A01462,C01462,B009,Salary,2022-07-26,42151.39,Active
A01463,C01463,B019,Salary,2024-08-21,157257.42,Active
A01464,C01464,B002,Business,2023-01-12,484471.44,Active
A01465,C01465,B007,Savings,2021-10-29,341604.66,Active
A01466,C01466,B023,Business,2026-01-25,293844.7,Active
A01467,C01467,B024,Business,2023-08-06,65938.58,Active
A01468,C01468,B025,Business,2023-10-18,220189.98,Active
A01469,C01469,B028,Business,2024-04-02,292464.54,Inactive
A01470,C01470,B011,Business,2025-02-09,443161.48,Active
A01471,C01471,B007,Salary,2026-02-13,358174.12,Inactive
A01472,C01472,B009,Business,2021-10-16,201014.1,Active
A01473,C01473,B012,Business,2026-02-19,29342.13,Active
A01474,C01474,B008,Business,2025-11-28,424544.66,Active
A01475,C01475,B018,Salary,2022-12-29,125958.52,Active
A01476,C01476,B026,Savings,2024-12-28,284012.66,Active
A01477,C01477,B001,Salary,2023-07-12,219080.89,Active
A01478,C01478,B007,Current,2025-01-21,425902.89,Active
A01479,C01479,B023,Business,2025-05-28,110287.21,Active
A01480,C01480,B007,Business,2024-09-30,148102.43,Active
A01481,C01481,B006,Current,2022-04-10,164469.21,Active
A01482,C01482,B027,Business,2023-08-03,467711.8,Inactive
A01483,C01483,B013,Current,2022-08-30,132852.22,Inactive
A01484,C01484,B016,Current,2025-08-02,312864.98,Active
A01485,C01485,B008,Salary,2024-05-01,327594.25,Active
A01486,C01486,B005,Current,2025-06-25,344575.21,Active
A01487,C01487,B019,Savings,2023-02-04,129424.28,Active
A01488,C01488,B003,Business,2022-08-30,310339.43,Active
A01489,C01489,B025,Current,2026-09-02,260551.52,Active
A01490,C01490,B005,Current,2023-01-19,480956.04,Inactive
A01491,C01491,B022,Savings,2025-11-04,304301.73,Active
A01492,C01492,B029,Savings,2023-02-10,400849.23,Inactive
A01493,C01493,B011,Salary,2021-11-08,431698.76,Active
A01494,C01494,B027,Salary,2023-06-13,346571.56,Active
A01495,C01495,B029,Business,2025-04-23,33501.58,Inactive
A01496,C01496,B011,Business,2022-05-02,286355.04,Active
A01497,C01497,B007,Current,2024-04-30,66536.97,Active
A01498,C01498,B023,Business,2023-06-19,395358.2,Active
A01499,C01499,B007,Current,2022-09-05,96231.0,Inactive
A01500,C01500,B021,Current,2024-07-21,457237.42,Inactive
A01501,C01501,B015,Business,2022-10-27,236096.75,Active
A01502,C01502,B003,Business,2026-09-02,443917.89,Active
A01503,C01503,B013,Business,2025-05-31,464646.99,Inactive
A01504,C01504,B001,Business,2025-10-17,6707.26,Active
A01505,C01505,B002,Current,2022-11-05,192333.81,Active
A01506,C01506,B011,Salary,2023-05-20,88885.53,Active
A01507,C01507,B005,Salary,2024-01-30,46983.1,Active
A01508,C01508,B021,Business,2023-05-23,396587.28,Active
A01509,C01509,B024,Savings,2022-12-15,70476.83,Inactive
A01510,C01510,B009,Savings,2025-03-28,339321.77,Inactive
A01511,C01511,B016,Salary,2026-02-15,255638.08,Inactive
A01512,C01512,B015,Business,2025-05-02,73171.45,Active
A01513,C01513,B027,Business,2023-01-06,416051.2,Active
A01514,C01514,B027,Savings,2022-11-09,126329.58,Inactive
A01515,C01515,B007,Salary,2023-07-24,318974.91,Inactive
A01516,C01516,B029,Salary,2025-09-09,473202.81,Active
A01517,C01517,B010,Business,2024-03-21,137296.57,Inactive
A01518,C01518,B021,Current,2024-06-11,56721.16,Active
A01519,C01519,B019,Business,2026-03-06,375538.0,Active
A01520,C01520,B027,Savings,2025-01-19,132555.29,Inactive
A01521,C01521,B002,Salary,2022-02-15,407864.46,Active
A01522,C01522,B028,Salary,2022-08-03,300621.62,Active
A01523,C01523,B005,Business,2025-05-07,388663.39,Inactive
A01524,C01524,B010,Current,2024-07-10,68141.7,Active
A01525,C01525,B019,Salary,2023-04-23,447128.21,Active
A01526,C01526,B005,Savings,2024-12-26,82689.5,Active
A01527,C01527,B022,Savings,2024-03-09,168124.43,Active
A01528,C01528,B018,Salary,2023-08-07,117849.32,Active
A01529,C01529,B001,Savings,2025-06-07,95313.99,Inactive
A01530,C01530,B014,Current,2022-07-03,73047.98,Active
A01531,C01531,B027,Salary,2023-03-18,469828.18,Active
A01532,C01532,B006,Current,2025-03-12,173798.94,Inactive
A01533,C01533,B024,Business,2025-02-12,36785.92,Active
